price,location,property_type,bedrooms,bathrooms,area,road_access,facing,floor,parking,furnish_status
Rs. 3.5 Cr,"Sukedhara, Kathmandu",,6,2,1200 Sq. Ft.,20 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 2.4 Cr,"Sukedhara, Kathmandu",,7,4,1200 Sq. Ft.,13 Feet,East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3 Cr,"Imadol, Lalitpur",,6,5,00 Sq. Ft.,13 Feet,West,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 2.2 Cr,"Lubhu, Lalitpur",,5,4,00 Sq. Ft.,16 Feet,East,2.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 2.5 Cr,"Chyasundole, Kathmandu",,4,4,,13 Feet,South,2.5,1 Car  & 4 Bikes,Un-Furnished
Rs. 2.99 Cr,"Shital Height, Lalitpur",,5,3,2200 Sq. Ft.,20 Feet,South-East,2.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 3.7 Cr,"Hattigauda, Kathmandu",,4,3,,13 Feet,West,3,1 Car  & 4 Bikes,Full-Furnished
Price on call,"Hattigauda, Kathmandu",,5,8,,13 Feet,East,2.5,5 Cars  & 1 Bike,Full-Furnished
Rs. 2.9 Cr,"Imadol, Lalitpur",,6,5,00 Sq. Ft.,15 Feet,East,2.5,2 Cars  & 1 Bike,Full-Furnished
Rs. 2 Lac/m,"Dillibazar, Kathmandu",,6,4,1500 Sq. Ft.,14 Feet,South-West,3,3 Cars  & 8 Bikes,Un-Furnished
Rs. 2 Lac/m,"Chakupat, Lalitpur",,7,4,1500 Sq. Ft.,14 Feet,South-West,3,5 Cars  & 8 Bikes,Un-Furnished
Rs. 2.1 Lac/m,"Basundhara, Kathmandu",,5,4,2500 Sq. Ft.,20 Feet,South,2.5,15 Cars  & 18 Bikes,Un-Furnished
Rs. 1.5 Lac/m,"Lazimpat, Kathmandu",,7,4,1500 Sq. Ft.,18 Feet,South-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 70 Lac/aana,"Dhumbarahi, Kathmandu",,7,4,1800 Sq. Ft.,16 Feet,South,2.5,5 Cars  & 5 Bikes,Un-Furnished
Rs. 3 Cr,"Sukedhara, Kathmandu",,7,4,1500 Sq. Ft.,16 Feet,East,2.5,2 Cars  & 5 Bikes,Un-Furnished
Rs. 6 Cr,"Kamerotar, Bhaktapur",,5,4,00 Sq. Ft.,20 Feet,North,3.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 2.7 Cr,"Sanagaun, Lalitpur",,5,4,-1 Sq. Ft.,13 Feet,South,4,1 Car  & 4 Bikes,Full-Furnished
Rs. 13 Cr,"Godawari, Lalitpur",,5,4,,16 Feet,South-West,2.5,5 Cars  & 4 Bikes,Full-Furnished
Rs. 5.5 Lac/m,"Lainchaur, Kathmandu",,24,24,1500 Sq. Ft.,18 Feet,South,4,9 Cars  & 9 Bikes,Un-Furnished
Rs. 2.2 Lac/m,"Bouddha, Kathmandu",,10,10,1500 Sq. Ft.,20 Feet,South,5,1 Car  & 2 Bikes,Un-Furnished
Rs. 5.5 Cr,"Imadol, Lalitpur",,5,4,,20 Feet,West,2.5,2 Cars  & 4 Bikes,Full-Furnished
Rs. 3.9 Cr,"Chapali, Kathmandu",,5,4,,14 Feet,North-West,3.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 5.5 Cr,"Rudreshwor, Kathmandu",,,2,2500 Sq. Ft.,16 Feet,South-East,2.5,5 Cars  & 5 Bikes,Un-Furnished
Rs. 3.5 Cr,"Sukedhara, Kathmandu",,9,4,1200 Sq. Ft.,13 Feet,South,3,2 Cars  & 5 Bikes,
Rs. 1 Lac/m,"Golfutar, Kathmandu",,5,2,1200 Sq. Ft.,16 Feet,East,2.5,2 Cars  & 5 Bikes,Full-Furnished
Rs. 2 Lac/m,"Manbhawan, Lalitpur",,6,3,,20 Feet,South-West,2.5,5 Cars  & 4 Bikes,Semi-Furnished
Rs. 3.95 Cr,"Mid Baneshwor, Kathmandu",,7,2,1200 Sq. Ft.,13 Feet,East,2.5,2 Cars  & 5 Bikes,Un-Furnished
Rs. 12 Cr,"Hepali Height, Kathmandu",,7,2,2500 Sq. Ft.,16 Feet,East,2.5,7 Cars  & 9 Bikes,Semi-Furnished
Rs. 7.5 Cr,"Hepali Height, Kathmandu",,6,2,2200 Sq. Ft.,16 Feet,South-East,2.5,2 Cars  & 5 Bikes,Un-Furnished
Rs. 4.75 Cr,"Pasikot, Kathmandu",,4,2,,20 Feet,East,2.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 3.7 Cr,"Hattigauda, Kathmandu",,4,2,,13 Feet,,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 5.5 Cr,"Hattigauda, Kathmandu",,4,2,,16 Feet,West,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 3 Cr,"Sitapaila, Kathmandu",,8,3,,10 Feet,East,3.5,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 2.95 Cr,"Tikathali, Lalitpur",,5,5,,13 Feet,North,3,1 Car  & 4 Bikes,Semi-Furnished
Rs. 3.55 Cr,"Setipakha, Lalitpur",,6,4,00 Sq. Ft.,13 Feet,East,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 1.5 Lac/m,"Budhanilkantha, Kathmandu",,5,4,,12 Feet,,3,7 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.85 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,West,2.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 2.85 Cr,"Lasuntar, Kathmandu",,6,3,1200 Sq. Ft.,16 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.65 Cr,"Lasuntar, Kathmandu",,6,2,1200 Sq. Ft.,16 Feet,West,2.5,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 85,000 /m","Bhaisepati, Lalitpur",,4,4,2200 Sq. Ft.,20 Feet,South-East,2.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 4 Cr,"Shankhamul, Kathmandu",,,,,15 Feet,North,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5 Cr,"Shankhamul, Kathmandu",,,,,16 Feet,West,3.5,1 Car  & 2 Bikes,
Rs. 3.25 Cr,"Imadol, Lalitpur",,5,4,2200 Sq. Ft.,13 Feet,East,2.5,1 Car  & 5 Bikes,Full-Furnished
Rs. 2.55 Cr,"Dhapakhel, Lalitpur",,4,3,1200 Sq. Ft.,13 Feet,South,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.5 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,East,2.5,,Semi-Furnished
Rs. 11 Cr,"Shankhamul, Kathmandu",,,,,16 Feet,North-East,5.5,1 Car  & 2 Bikes,
Rs. 12 Cr,"Sanepa, Lalitpur",,7,4,2000 Sq. Ft.,20 Feet,South,2.5,2 Cars  & 4 Bikes,Un-Furnished
Rs. 12.3 Cr,"Old Baneshwor, Kathmandu",,9,4,2000 Sq. Ft.,20 Feet,West,2.5,2 Cars  & 4 Bikes,Un-Furnished
Rs. 3.75 Cr,"Battisputali, Kathmandu",,7,3,1500 Sq. Ft.,10 Feet,East,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 5.5 Cr,"Shankhamul, Kathmandu",,,,,22 Feet,South,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 7.5 Cr,"Shankhamul, Kathmandu",,10,,,22 Feet,North-East,3.5,2 Cars  & 4 Bikes,Semi-Furnished
"Rs. 25,000 /m","Balkhu, Kathmandu",,3,2,,24 Feet,South,3.5,2 Cars  & 5 Bikes,Un-Furnished
Rs. 4.1 Cr,"Chandol, Kathmandu",,7,7,,8 Meter,West,4,3 Cars  & 5 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Sitapakha, Lalitpur",,6,4,2200 Sq. Ft.,13 Feet,South-East,2.5,1 Car  & 4 Bikes,Full-Furnished
Rs. 4.25 Cr,"Nakhipot, Lalitpur",,7,4,,13 Feet,South,2.5,1 Car,Semi-Furnished
"Rs. 70,000 /m","Sitapaila, Kathmandu",,7,7,2000 Sq. Ft.,18 Feet,South,2.5,1 Car  & 1 Bike,Semi-Furnished
"Rs. 80,000 /m","Kumaripati, Lalitpur",,3,3,1200 Sq. Ft.,12 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 3.75 Cr,"Kupandole, Lalitpur",,8,1,1200 Sq. Ft.,13 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 4.75 Cr,"New Road, Kathmandu",,5,4,,13 Feet,,5,3 Bikes,Semi-Furnished
Rs. 5.5 Cr,"Imadol, Lalitpur",,7,7,2200 Sq. Ft.,20 Feet,East,3.5,3 Cars  & 4 Bikes,Full-Furnished
Rs. 1.9 Cr,"Kapan, Kathmandu",,5,4,2107 Sq. Ft.,10 Feet,North,2.5,1 Car  & 7 Bikes,Un-Furnished
Rs. 3.5 Cr,"Setipakha, Lalitpur",,6,4,2199 Sq. Ft.,13 Feet,South,2.5,1 Car  & 4 Bikes,Semi-Furnished
Rs. 2.2 Cr,"Nakhipot, Lalitpur",,4,3,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.6 Cr,"Dhumbarahi, Kathmandu",,6,3,1200 Sq. Ft.,16 Feet,South-West,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.5 Cr,"Imadol, Lalitpur",,6,4,2200 Sq. Ft.,13 Feet,South-East,3.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 2.7 Cr,"Tikathali, Lalitpur",,6,4,00 Sq. Ft.,13 Feet,East,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.9 Cr,"Gwarko, Lalitpur",,5,2,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Price on call,"Maharajgunj, Kathmandu",,4,2,,13 Feet,West,2.5,2 Cars  & 7 Bikes,Un-Furnished
"Rs. 55,000 /y","Kuleshwor, Kathmandu",,3,2,,24 Feet,South-West,2.5,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 28,000 /m","Balkhu, Kathmandu",,3,2,,24 Feet,South,3.5,2 Cars  & 5 Bikes,Un-Furnished
Rs. 3.45 Cr,"Bhangal , Kathmandu",,6,4,,13 Feet,South,3.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 2.85 Cr,"Lasuntar, Kathmandu",,6,4,,13 Feet,North,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.1 Lac/m,"Hattigauda, Kathmandu",,3,4,1800 Sq. Ft.,18 Feet,South,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 1.1 Lac/m,"Koteshwor, Kathmandu",,7,4,1200 Sq. Ft.,16 Feet,South,3,1 Car  & 1 Bike,Un-Furnished
Rs. 3.9 Cr,"Dhobighat, Lalitpur",,7,4,,12 Feet,,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Imadol, Lalitpur",,5,3,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Ramkot, Kathmandu",,4,4,,12 Feet,North-East,2.5,2 Cars  & 5 Bikes,Semi-Furnished
"Rs. 65,000 /m","Ramkot, Kathmandu",,6,4,2200 Sq. Ft.,12 Feet,North-West,2.5,2 Cars  & 5 Bikes,Semi-Furnished
Rs. 2.7 Cr,"Nakkhu, Lalitpur",,7,3,,13 Feet,South,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.98 Cr,"Imadol, Lalitpur",,6,3,,13 Feet,West,2.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 2.1 Cr,"Kadaghari, Kathmandu",,5,4,,20 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 1.7 Lac/m,"Koteshwor, Kathmandu",,,7,2000 Sq. Ft.,16 Feet,South,3,5 Cars  & 20 Bikes,Un-Furnished
Rs. 2 Lac/m,"Baneshwor, Kathmandu",,7,5,1600 Sq. Ft.,16 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 2.99 Cr,"Tokha, Kathmandu",,6,3,1200 Sq. Ft.,16 Feet,North-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 4.7 Cr,"Budhanilkantha, Kathmandu",,5,3,2000 Sq. Ft.,16 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 2.8 Lac/m,"Battisputali, Kathmandu",,10,6,3500 Sq. Ft.,16 Feet,South-East,3,3 Cars  & 5 Bikes,Un-Furnished
Rs. 3.2 Cr,"Bhangal , Kathmandu",,6,3,1500 Sq. Ft.,16 Feet,South-West,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 4.65 Cr,"Bhaisepati, Lalitpur",,4,5,2095 Sq. Ft.,20 Feet,South,2.5,2 Cars  & 2 Bikes,Full-Furnished
Rs. 3 Lac/m,"Bansbari, Kathmandu",,13,7,,16 Feet,East,2.5,8 Cars  & 12 Bikes,Un-Furnished
Rs. 2.7 Cr,"Imadol, Lalitpur",,6,5,2200 Sq. Ft.,13 Feet,South,2.5,1 Car  & 4 Bikes,Semi-Furnished
Rs. 2.95 Cr,"Imadol, Lalitpur",,6,5,2200 Sq. Ft.,12 Feet,South,2.5,1 Car  & 4 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Ganesh Chowk, Kathmandu",,5,4,,20 Feet,South,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 4.25 Cr,"Banasthali, Kathmandu",,4,2,,20 Feet,South,2.5,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 4.99 Cr,"Bhaisepati, Lalitpur",,4,5,2000 Sq. Ft.,13 Feet,East,2.5,2 Cars  & 3 Bikes,Full-Furnished
Rs. 1.6 Lac/y,"Bhaisepati, Lalitpur",,7,7,,13 Feet,East,2.5,3 Cars  & 3 Bikes,Semi-Furnished
Rs. 1 Lac/m,"Chandol, Kathmandu",,4,2,1500 Sq. Ft.,13 Feet,South-East,3.5,1 Car  & 1 Bike,Un-Furnished
Rs. 1.7 Lac/m,"Chandol, Kathmandu",,5,3,2000 Sq. Ft.,20 Feet,South-West,3,1 Car  & 2 Bikes,Un-Furnished
"Rs. 70,000 /m","Tokha, Kathmandu",,4,3,,24 Feet,West,2.5,1 Car  & 5 Bikes,Semi-Furnished
"Rs. 75,000 /m","Kalanki, Kathmandu",,4,5,,20 Feet,South,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 4.25 Cr,"Imadol, Lalitpur",,6,5,00 Sq. Ft.,15 Feet,North,3.5,2 Cars  & 3 Bikes,Full-Furnished
Rs. 2.55 Cr,"Changathali, Lalitpur",,5,4,2200 Sq. Ft.,13 Feet,South-East,2.5,1 Car  & 4 Bikes,Semi-Furnished
Rs. 2.19 Cr,"Imadol, Lalitpur",,6,4,2200 Sq. Ft.,16 Feet,South-East,2.5,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 4.95 Cr,"Imadol, Lalitpur",,6,5,2200 Sq. Ft.,20 Feet,West,3,3 Cars  & 5 Bikes,Full-Furnished
Rs. 2.95 Cr,"Setipakha, Lalitpur",,7,5,2200 Sq. Ft.,23 Feet,North-East,3.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 2.8 Cr,"Gwarko, Lalitpur",,4,4,,13 Feet,South-East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.4 Cr,"Bhandari Marg, Lalitpur",,6,5,2200 Sq. Ft.,13 Feet,West,3,1 Car  & 4 Bikes,Semi-Furnished
Rs. 5.5 Cr,"Pasikot, Kathmandu",,8,4,,20 Feet,South-West,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 2.95 Cr,"Imadol, Lalitpur",,6,4,2200 Sq. Ft.,13 Feet,South,2.5,1 Car  & 4 Bikes,Semi-Furnished
Rs. 2.5 Cr,"Aakasedhara, Kathmandu",,6,4,,12 Feet,South-West,3.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 1.25 Cr,"Badegaun, Lalitpur",,4,3,770 Sq. Ft.,13 Feet,South,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.15 Lac/m,"Mandikhatar, Kathmandu",,4,4,1800 Sq. Ft.,20 Feet,South,2.5,2 Cars  & 4 Bikes,Un-Furnished
Rs. 4.45 Cr,"Ganesh Chowk, Kathmandu",,4,2,1500 Sq. Ft.,16 Feet,South,2.5,1 Car  & 2 Bikes,Un-Furnished
"Rs. 55,000 /m","Harisiddhi, Lalitpur",,3,4,1500 Sq. Ft.,20 Feet,North-West,2,1 Car,Semi-Furnished
Rs. 3.75 Cr,"Kalanki, Kathmandu",,6,3,,12 Feet,East,3.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 5.5 Cr,"Bhaisepati, Lalitpur",,5,6,,13 Feet,South,2.5,1 Car  & 3 Bikes,Semi-Furnished
"Rs. 60,000 /m","Chyasundole, Kathmandu",,3,3,,20 Feet,South,2.5,1 Car  & 5 Bikes,Full-Furnished
Rs. 2.75 Cr,"Bhandari Marg, Lalitpur",,5,5,2200 Sq. Ft.,13 Feet,South-East,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.6 Cr,"Ganesh Chowk, Kathmandu",,10,3,,18 Feet,North-East,2.5,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 80,000 /m","Hattiban, Lalitpur",,3,3,1500 Sq. Ft.,16 Feet,South-East,2,1 Car  & 1 Bike,Semi-Furnished
Rs. 3.5 Cr,"Bhangal , Kathmandu",,5,3,,13 Feet,North-West,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 4.75 Cr,"Ganesh Chowk, Kathmandu",,4,5,,18 Feet,West,2.5,2 Cars  & 2 Bikes,Semi-Furnished
"Rs. 80,000 /m","Dholahiti, Lalitpur",,4,3,1500 Sq. Ft.,13 Feet,East,2,1 Car  & 3 Bikes,Un-Furnished
Rs. 2.85 Cr,"Lubhu, Lalitpur",,6,5,2200 Sq. Ft.,20 Feet,North-East,2.5,2 Cars  & 5 Bikes,Semi-Furnished
Rs. 2.75 Cr,"Sitapakha, Lalitpur",,5,4,2200 Sq. Ft.,13 Feet,West,2.5,1 Car  & 4 Bikes,Semi-Furnished
Rs. 2.15 Cr,"Changathali, Lalitpur",,4,4,2200 Sq. Ft.,13 Feet,North,2.5,1 Car  & 4 Bikes,Semi-Furnished
Rs. 3.6 Cr,"Aakasedhara, Kathmandu",,6,3,1600 Sq. Ft.,13 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 1.8 Cr,"Paiyuntar, Kathmandu",,8,4,1500 Sq. Ft.,13 Feet,South,3.5,1 Car  & 1 Bike,Un-Furnished
Rs. 1.2 Cr,"Saraswotikhel, Bhaktapur",,5,2,,13 Feet,East,2,2 Bikes,Semi-Furnished
Rs. 3.8 Cr,"Suryabinayak, Bhaktapur",,5,4,,20 Feet,North,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.45 Cr,"Tej Vinayak, Kathmandu",,7,4,,18 Feet,North-East,2.5,1 Car  & 4 Bikes,Semi-Furnished
Price on call,"Manamaiju, Kathmandu",,6,3,1200 Sq. Ft.,13 Feet,West,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 2.8 Cr,"Manamaiju, Kathmandu",,9,4,1500 Sq. Ft.,20 Feet,North,3.5,1 Car  & 1 Bike,Un-Furnished
Rs. 1.8 Cr,"Manamaiju, Kathmandu",,5,3,1200 Sq. Ft.,13 Feet,West,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 2 Cr,"Manamaiju, Kathmandu",,7,3,1500 Sq. Ft.,13 Feet,North,3,1 Car  & 1 Bike,Un-Furnished
Rs. 2.1 Cr,"Manamaiju, Kathmandu",,7,3,1500 Sq. Ft.,13 Feet,West,3,1 Car  & 1 Bike,Un-Furnished
Rs. 1.8 Cr,"Manamaiju, Kathmandu",,7,3,1200 Sq. Ft.,13 Feet,South,3,1 Car  & 1 Bike,Un-Furnished
Rs. 4.9 Cr,"Shital Height, Lalitpur",,6,2,1500 Sq. Ft.,16 Feet,West,3,1 Car  & 1 Bike,Un-Furnished
Rs. 2.45 Cr,"Shital Height, Lalitpur",,4,3,,13 Feet,East,2.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 2 Lac/m,"Ganesh Chowk, Kathmandu",,4,6,,13 Feet,South,2.5,3 Cars  & 5 Bikes,
Rs. 2.2 Cr,"Imadol, Lalitpur",,4,4,,13 Feet,South-West,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.5 Cr,"Jyotinagar, Kathmandu",,6,4,1500 Sq. Ft.,16 Feet,North-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 1.5 Lac/m,"Jawalakhel, Lalitpur",,7,3,2000 Sq. Ft.,18 Feet,South-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.15 Cr,"Satdobato, Lalitpur",,4,4,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.7 Cr,"Sitapaila, Kathmandu",,7,3,,13 Feet,South-West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.35 Cr,"Chunikhel, Kathmandu",,6,4,,13 Feet,South,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 2.5 Cr,"Imadol, Lalitpur",,5,3,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.3 Lac/m,"Hattigauda, Kathmandu",,6,5,2000 Sq. Ft.,16 Feet,South-East,2.5,1 Car  & 5 Bikes,Full-Furnished
Rs. 1.45 Lac/m,"Naxal, Kathmandu",,10,6,2000 Sq. Ft.,14 Feet,South,3,2 Cars  & 4 Bikes,Un-Furnished
Rs. 3.95 Cr,"Shital Height, Lalitpur",,6,6,2500 Sq. Ft.,15 Feet,West,3,1 Car  & 4 Bikes,Full-Furnished
Rs. 3.25 Cr,"Imadol, Lalitpur",,6,5,2300 Sq. Ft.,13 Feet,East,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 5 Cr,"Nakhipot, Lalitpur",,4,4,-1 Sq. Ft.,20 Feet,East,2.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 2 Lac/m,"Dhapasi, Kathmandu",,4,5,,20 Feet,East,2.5,5 Cars  & 9 Bikes,Un-Furnished
Rs. 2.75 Cr,"Gothatar, Kathmandu",,7,4,,18 Feet,West,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.65 Cr,"Manamaiju, Kathmandu",,6,4,1500 Sq. Ft.,13 Feet,North-West,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 8.5 Cr,"Bhaisepati, Lalitpur",,6,2,2000 Sq. Ft.,16 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 5 Cr,"Chandol, Kathmandu",,5,3,2200 Sq. Ft.,13 Feet,West,2.5,2 Cars  & 4 Bikes,Un-Furnished
Rs. 3 Cr,"Narayantar, Kathmandu",,2,1,,12 Feet,South,1,5 Cars  & 5 Bikes,Full-Furnished
Rs. 3.95 Cr,"Imadol, Lalitpur",,5,6,,12 Feet,West,3.5,2 Cars  & 4 Bikes,Full-Furnished
Rs. 2.35 Cr,"Bhandari Marg, Lalitpur",,6,4,2200 Sq. Ft.,13 Feet,East,3,1 Car  & 5 Bikes,Semi-Furnished
Rs. 1.25 Cr,"Tathali, Bhaktapur",,2,1,800 Sq. Ft.,13 Feet,South,1.5,1 Bike,
"Rs. 40,000 /m","Kupandole, Lalitpur",,4,3,1200 Sq. Ft.,16 Feet,South-East,2,1 Car  & 1 Bike,Un-Furnished
"Rs. 77,000 /m","Hepali Height, Kathmandu",,7,3,1800 Sq. Ft.,20 Feet,South,3,1 Car  & 1 Bike,Un-Furnished
Rs. 2.7 Cr,"Imadol, Lalitpur",,6,4,2200 Sq. Ft.,13 Feet,North,3,1 Car  & 4 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Imadol, Lalitpur",,7,5,2400 Sq. Ft.,13 Feet,East,2.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 3 Cr,"Manamaiju, Kathmandu",,8,4,1600 Sq. Ft.,16 Feet,East,3,1 Car  & 1 Bike,Un-Furnished
Rs. 3.75 Cr,"Manamaiju, Kathmandu",,7,4,1500 Sq. Ft.,20 Feet,South,3,1 Car  & 1 Bike,Un-Furnished
Rs. 3.25 Cr,"Manamaiju, Kathmandu",,7,4,1500 Sq. Ft.,16 Feet,West,3,1 Car  & 1 Bike,Un-Furnished
Rs. 2.8 Cr,"Phutung, Kathmandu",,6,3,1500 Sq. Ft.,13 Feet,South,3,1 Car  & 1 Bike,Un-Furnished
Rs. 6.5 Cr,"Phutung, Kathmandu",,7,4,2500 Sq. Ft.,16 Feet,South-West,3,1 Car  & 1 Bike,Un-Furnished
Rs. 2.35 Cr,"Gothatar, Kathmandu",,6,5,,15 Feet,North,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 2.5 Cr,"Thankot, Kathmandu",,7,3,,13 Feet,North,3.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 2.7 Cr,"Imadol, Lalitpur",,5,5,,13 Feet,North,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 4 Lac/m,"Lazimpat, Kathmandu",,14,7,2500 Sq. Ft.,12 Feet,South,2.5,2 Cars  & 5 Bikes,Un-Furnished
Rs. 1.3 Lac/m,"Budhanilkantha, Kathmandu",,4,5,1500 Sq. Ft.,20 Feet,South,2.5,1 Car  & 1 Bike,Full-Furnished
Rs. 1.1 Lac/m,"Bishalnagar, Kathmandu",,5,4,1800 Sq. Ft.,18 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 2.99 Cr,"Tikathali, Lalitpur",,5,4,,20 Feet,South,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.5 Lac/m,"Sifal, Kathmandu",,5,3,,15 Feet,North,2,3 Cars  & 3 Bikes,Full-Furnished
Rs. 5.5 Cr,"Bhaisepati, Lalitpur",,5,6,,12 Feet,South,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3 Cr,"Koteshwor, Kathmandu",,4,2,,13 Feet,West,3.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Aakasedhara, Kathmandu",,5,6,,12 Feet,North-East,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Nepaltar, Kathmandu",,8,5,,12 Feet,South-West,2.5,5 Cars  & 5 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Dhapasi, Kathmandu",,6,4,,13 Feet,North-East,2.5,1 Car  & 5 Bikes,
Rs. 2.3 Cr,"Jhor, Kathmandu",,5,3,,16 Feet,North-East,2.5,,
Rs. 6.25 Cr,"Bhaisepati, Lalitpur",,4,1,2000 Sq. Ft.,16 Feet,North-East,2.5,4 Cars  & 5 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Lasuntar, Kathmandu",,6,2,1500 Sq. Ft.,16 Feet,South,2.5,1 Car  & 1 Bike,Semi-Furnished
Rs. 4.3 Cr,"Budhanilkantha, Kathmandu",,,,,13 Feet,South,2.5,,
Rs. 3 Cr,"Bhangal , Kathmandu",,5,2,1200 Sq. Ft.,13 Feet,North-East,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 2.8 Cr,"Handigaun, Kathmandu",,4,2,800 Sq. Ft.,16 Feet,South,2.5,1 Car  & 1 Bike,Un-Furnished
Rs. 2.4 Cr,"Padamsal, Kathmandu",,4,4,,12 Feet,North,3.5,2 Cars  & 2 Bikes,Semi-Furnished
